review_id,summary
26581769,There was no evidence of a significant difference in the survival rate for multiple surface restorations compared with amalgam.
17329725,Conclusions Telemonitoring is a safe and cost-effective way to improve blood pressure control in patients with diabetes.
17943887,There is no evidence to support or refute the use of BCG in patients with IC.
30470205,There was no evidence to support the use of exercise as a preventative intervention for patients with COPD
29689282,Conclusions This meta- analysis suggests that impulsive and maladaptive aggressive behavior may be related to neurobiological changes in the prefrontal brain.
29406017,There was no evidence of a significant difference in the SDMT or PASAT scores between treatment groups.
19160249,There was no evidence to support or refute the use of educational interventions for diabetes.
21712220,There is insufficient evidence to support the use of prophylactic vitamin C.
20621942,Conclusions : There is insufficient evidence to support the efficacy of PNF or LF for treating Dupuytenren's disease
17566796,RESULTS There is insufficient evidence to support the use of diagnostic imaging as a primary screening tool for discopathies.
19458020,"In conclusion, there is no evidence to support the use of walnuts as an anti-inflammatory food"
28496349,Conclusions : This meta- analysis supports the use of vitamin K to improve insulin sensitivity and glucose tolerance in prediabotic women.
18294568,Conclusions : This meta- analysis suggests that statin therapy reduces the risk of PAF in patients with coronary syndrome
19420096,There was no evidence of a significant difference in the incidence of goitr or hypothyrexinemia among children and adults with moderate to severe idine depleted status.
22515411,The results of this meta- analysis suggest that zinc supplementation is associated with a significant reduction in the risk of cardiovascular complications in patients with Type 2 Diabetes Mellitus.
24957911,"There was no significant difference between the fixed and the mobile bearing prostheses in terms of postoperative pain, range of motion, or functional scores."
19581635,Conclusions : There is insufficient evidence to support or refute the use of PV isolation as an adjunct therapy for AF
28678974,Conclusions The results of this systematic review suggest that the use of a post-and-core system for endodonticly treated teeth is associated with lower survival rates.
25802737,Conclusions : There is insufficient evidence to support the use of centralization as an outcome predictor for LBP patients.
24314354,There was no evidence of a significant difference in the number of patients with diabetes who received ERDs compared to controls.
30013206,RESVERATRO supplementation was associated with an increase in serum soluble ICAM-1 concentrations.
31368773,Conclusions There is insufficient evidence to support the use of vitamin D as an adjunctive therapy for ADHD.
27650684,There was no significant difference between the two groups in terms of mortality.
31711532,There was no evidence of a significant difference between probiotics and placebo in terms of colic severity.
27806951,Conclusions : This systematic review and meta- analysis provides evidence that joint mobilization is effective in improving postural control of individuals with chronic cai.
28238400,Conclusions : There is insufficient evidence to support or refute the use of nanoceraMIC resin composites for class I and II restorations
22824531,The results of this systematic review suggest that a culture-specific and culturally competent intervention may be effective in improving diabetes knowledge and selfefficacy among people with Type 2 Diabetes.
29872464,There was no evidence of a significant association between sugar intake and risk of developing type 2 diabetes or obesity.
29034800,There was no significant difference in pain or function between the two groups.
15762255,There was no evidence of a significant difference in the rate of revisions due to loosening between groups.
24292820,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of vitamin D as a preventative measure for cardiac surgery
21821300,There was no significant difference between RT and conventional radiotherapy in the incidence of acute or late toxicity.
31676655,Conclusions The results of this systematic review suggest that the use of antidepressant medication in patients with low-back pain is associated with a significant reduction in depression.
18617867,There was no evidence to support or refute the use of acupuncture as a treatment for hot flash symptoms.
23682371,AUTHORS'CONCLUSIONS There is no evidence to support the use of probiotic supplements in the prevention of AD
17679673,There was no evidence of a significant difference between the two groups in terms of primary events or mortality.
21501439,Iron supplementation is effective in preventing anaemia during pregnancy and may reduce the risk of preterm birth
29866322,Conclusions There is a lack of evidence to support or refute the use of orthoses in patients with lower limb pain.
28224415,There was no evidence to support the use of a combination of occupational and clinical interventions for patients with LBP.
21396097,There was no evidence of a significant difference between the two approaches in terms of caries progression.
23478873,Iron supplementation is associated with a reduction in the risk of malaria infection and anemia.
30023433,There was no significant difference between the two groups in terms of concusion severity.
31203554,Conclusions The results of this meta- analysis suggest that probiotic supplementation may be effective in reducing the risk of NASH
21735411,The results of this meta- analysis suggest that calcium supplementation may reduce the risk of falls and fractures in elderly people.
28432856,There was no evidence of a significant difference between the two groups in terms of quality of life or fatigue.
20709126,Conclusions : The results of this systematic review suggest that the prevalence of eating disorders in elite athletes is relatively low.
30356415,The results of this meta- analysis suggest that selenium may be beneficial in the treatment of GD
26628678,There is no evidence to support the use of  blockers in hypertension
20238349,There was no evidence of a significant difference in the number of patients who were readmitted or discharged to hospital after secondary prevention programmes.
15674407,There was no evidence of a significant difference in mortality between the two groups.
30721699,There is no evidence to support the use of probiotics as an anti-inflammatory agent in patients with Type 2 diabetes.
31531322,There was no statistically significant difference between a group with and without intrathecal anaestesis in the incidence or severity of Shivering.
22381255,Conclusions The results of this meta- analysis suggest that exercise is associated with a decrease in body weight among overweight and obese people.
30948833,Conclusions : There is no evidence to support the use of GITS in the treatment of hypertension
22932280,Iron supplementation was associated with a significant increase in serum iron concentrations.
27883924,Conclusions : There is no evidence to support the use of green tea as an anti-obesity intervention
24304826,There was no evidence to support the use of community-based interventions in reducing smoking and smoking related illnesses.
25039609,There was no evidence of a significant difference between active and placebo groups in the risk of CVD events.
30421960,RESVERATOL supplementation is associated with an increase in the concentration of C-Reactive Protein ( CRP).
26848580,The results of this systematic review suggest that vitamin D supplements may be effective in reducing blood pressure in patients with diabetes.
31611148,The results of this meta- analysis suggest that a ketogenic diet is associated with improved weight loss in overweight and obesity patients.
22935297,Conclusions : This systematic review suggests that habit formation is associated with the ability to predict unhealthy snacking behavior.
28438641,There was no evidence of a significant difference in brain activity between the two groups.
31344892,There was no evidence to support a positive effect of breakfast on cognitive performance.
32161895,Conclusions The results of this systematic review suggest that the use of a positive pressure irrigation system may be more effective than conventional irrigation in cleaning root canal
28003299,Conclusions The results of this systematic review suggest that a lifestyle intervention for people with IGT can reduce the risk of developing Type 2 diabetes.
18805125,Conclusions : There is insufficient evidence to support or refute the use of coronary risk functions as a predictor of CHD
28978949,Conclusions Telemonitoring is an effective intervention for improving glucose control in people with Type 2 Diabetes.
29219102,RESULTS There is insufficient evidence to support or refute the use of high- quality content for EBM.
22573122,"Physical activity was associated with reduced risk of cardiovascular disease, including stroke, but did not appear to have any effect on mortality."
16418645,Conclusions : There is insufficient evidence to support or refute the use of school-based back education programmes for children with low back pain
24207135,There was no evidence of a difference in the incidence of adverse events between ADT and radiotherapy.
18395982,Conclusions : There is insufficient evidence to support the use of self-care interventions for patients with acute LBP.
30541375,Conclusions Telecare is effective in reducing hospital admissions for COPD and improves quality of life
25012720,Conclusion : There is insufficient evidence to support or refute the use of physical activity as an intervention for chronic back pain
15977010,Conclusions : There is insufficient evidence to support or refute the use of health status instruments as an outcome measure for patients with Rheumatic disease.
32191359,There is insufficient evidence to draw conclusions about the effects of early childhood education on mental health.
31810222,Conclusions The results of this systematic review suggest that the use of CHX to etch dentin before or after bonding is associated with an increase in tooth retention.
24175602,There was no evidence to support or refute the use of self-management interventions in patients with OA
31796090,Conclusions SARCopenia is an independent predictor of postoperative mortality.
19366379,There was no significant difference in efficacy between augmentation and maintenance therapy for OCD patients treated with SRIs.
27966571,Conclusions : This meta- analysis suggests that vitamin D supplementation is associated with an increase in BMD and body fat mass in patients with diabetes.
25277808,Conclusions : There is insufficient evidence to support the use of vitamin D as a preventative measure for stress fracture
12804478,There was no evidence of a significant difference in adverse events between the two groups.
23818412,There was no evidence of a significant difference in pain or quality of life between the pool-based and control groups.
31228362,Conclusions : There is insufficient evidence to support or refute the use of exercise as an intervention for executive function
21029469,There was no evidence of a significant difference in the proportion of people with type 2 diabetes who were overweight or obese.
25919402,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of speech perception training for hearing aid users.
20642296,There was no evidence that probiotics were associated with a reduction in the incidence of AEDS
27460044,There is insufficient evidence to support the use of vitamin D as a preventative measure for falls or fractures
25430608,Conclusions : The DASH is effective in lowering blood pressure in overweight and obese people with hypertension
30165599,Conclusions : There is insufficient evidence to support the use of SFAs as a treatment for hypertension.
18683044,Conclusions : This meta- analysis suggests that the use of nonsteroidal agents in advanced breast cancer is not superior to those used in second-line treatment.
29275399,There was no significant difference in the incidence of AF between TAVI and SAVR.
15480707,There was no evidence of a difference in the incidence of postoperative infections between antibiotics used as parenteral or oral therapy.
17054183,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of soy as an anti-atopy treatment
28771519,There was no statistically significant difference in pregnancy outcomes between the intervention groups.
31906372,There was no significant difference in BMI between the probiotic group and the control group.
22510792,There was no significant difference in bone mineral density between the LF and LC diets.
11406040,There was no statistically significant difference in perinatal outcomes between the treatment groups compared with control groups.
26844102,Conclusions : There is insufficient evidence to support or refute the use of physical activity as an intervention for GDM.
30086061,Conclusions ERAS is associated with improved postoperative outcomes in colon cancer patients.
28298219,There is insufficient evidence to support or refute the association between PA and pregnancy outcomes.
23597181,There was no evidence of a significant association between testosterone therapy and adverse events in men with chronic heart failure.
31384474,There was no evidence to support or refute the use of accelerometers as an intervention tool for improving adherence to health-related outcome.
29561067,AUTHORS'CONCLUSIONS There is no evidence to support or refute the use of antioxidants in the treatment of psychotic disorders.
24287215,Conclusions Home-based physiotherapy is effective in improving walking ability and gait after THR.
22852063,There was no evidence to support or refute the use of zinc supplements in pregnant women.
25843244,There was no evidence to support or refute the use of financial incentives as a strategy for improving smoking cessations.
24529799,There was no significant difference in surface roughness between the two types of polishing agents.
19555517,The results of this review suggest that garlic may be effective in lowering LDL and HDL cholesterol levels in moderate-to-mild to moderate-hypocholesterolmic patients.
23152283,There was no significant difference in the incidence of PP or PPCs between groups.
29336593,The results of this systematic review suggest that vitamin A supplements are effective in reducing the incidence of anemia among children and adolescents.
24717342,Conclusions The results of this meta- analysis suggest that the use of palm oil in a diet is associated with an increased risk of cardiovascular disease.
29168154,There was no evidence of a significant difference in the incidence of oral malodor between probiotics and placebo groups.
29793496,Conclusions The results of this systematic review suggest that the use of dietary supplements to improve insulin resistance in women with PCOS may be associated with an increased risk of cardiovascular disease.
30544168,There was no statistically significant difference between the two diets in terms of lipid profiles.
31613390,Conclusions : There is insufficient evidence to support or refute the use of fluoxetine as an adjunctive treatment for weight loss
32152453,Conclusions : There is insufficient evidence to support the use of combination therapy for CVD prevention.
21272751,Conclusions : There is insufficient evidence to support or refute the use of AML as monotherapy for patients with moderate-to-moderate hypertension
26908700,There was no evidence of a significant difference between probiotics and placebo in terms of mortality or NEC
24323914,There was no evidence of a statistically significant difference in hot flushe frequency between the two treatment groups.
20091582,There was no evidence to support the use of a multimodal exercise program for patients with chronic pain.
29462641,"There was no significant difference in MMN between preterm and term-born infants, but there was an association between the mismatch negativeness and early learning ability."
30395694,There was no evidence of a significant difference in the number of pictures exchanges between parent and child intervention groups.
21567221,There was no evidence to support or refute the use of a social cognitive model as an exercise's self-management tool in patients with cardiovascular disease.
22760566,Iron fortifications were associated with a reduction in the incidence of anemia among children and adults.
23372566,There was no evidence of a significant difference in A1c level between the intervention and control groups.
24445948,The results of this meta- analysis suggest that testosterone supplementation is safe and effective in reducing the risk of prostatic disease
29159857,There was no evidence of a significant difference in the incidence of adverse effects between children with and without ADHD.
30903209,There was no evidence of a significant association between total protein intake and BMD in healthy adults.
30521577,There was no evidence of a significant difference in dental anxiety between the two groups.
24476510,There was no evidence to support or refute the use of exercise-based interventions in older adults with functional limitations.
19160341,Conclusions : The results of this systematic review suggest that family-based nutrition and physical activity changes are associated with reduced cardiovascular risk in Anglo families.
24726015,"There was no significant difference in adverse events between CBM and placebo. In conclusion, there is limited evidence to support the use of CBM as an add-on treatment for patients with MS."
29560832,There was no evidence of an association between milk intake and hip fracture risk.
26927924,Conclusions The FI-CHS is an effective and reliable tool for assessing frailtiness in older people.
29026933,AUTHORS'CONCLUSIONS The Foot Function Index was found to be valid and reliable for the assessment of foot pain and disability in patients with different types of arthritis.
17636648,There is no evidence to support or refute the use of vitamin C as a preventative measure for colds.
28676426,Conclusions : There is no evidence to support or refute the use of MID in clinical trials
32230939,There was no evidence to support the use of a multicomponent lifestyle intervention for CVD risk factor reduction.
25933128,Conclusions : The results of this systematic review suggest that behavioral interventions are effective in the management of overweight and obesity.
19360230,The results of this systematic review suggest that the use of green tea extracts may reduce body weight in overweight and obese adults.
25317988,There is no evidence to support the use of beta blockers or diuretics for the prevention of stroke.
19588353,There was no evidence to support or refute the use of intensified blood pressure control in patients with diabetes.
26207053,There was no evidence of a significant difference in the incidence of hypogycemia between those with reduced awareness and those without reduced awareness.
23482592,There was no statistically significant association between weight loss and mortality.
14583958,Smoking cessation is associated with reduced risk of recurrence of CHD and mortality.
26356689,"There was no statistically significant difference between the groups in terms of perioperative blood loss and postoperative complications, but there was some evidence that laparoscopic procedures were associated with shorter hospital stays."
28827256,There was no evidence to support or refute the use of family-centered self-management interventions for adults with Type 2 Diabetes.
30666617,Conclusions Probiotic supplementation has a beneficial effect on blood glucose levels in healthy adults.
26187342,There was no evidence to support or refute the use of antidepressant drugs in patients with MDD.
30426004,Conclusions NAC is an effective adjunctive treatment for schizophrenia.
22071801,There was no evidence of a significant difference in the incidence of major cardiovascular events with either antiplatelet or anticoagulant drugs.
23609774,Conclusions : The results of this systematic review suggest that there is insufficient evidence to support or refute the efficacy of prophylac-iodization for the prevention of neurological dysfunction during pregnancy.
27761306,There was no evidence of a significant difference between probiotics and placebo in the incidence or severity of NEC
28531197,Conclusions The results of this meta- analysis suggest that lifestyle interventions may be effective in reducing the incidence of Type 2 diabetes and cardiovascular disease.
27036879,Conclusions : This systematic review provides evidence that the use of an ICT to assess patients with knee pain is feasible.
30188512,Conclusions This meta- analysis suggests that a reduction in DAT availability is associated with an increase in the risk of alcohol use disorder.
28854877,RESULTS There is limited evidence to support the use of conditional cash transfers as an effective strategy for improving maternal health outcomes in poor countries.
24978932,Conclusions : There is insufficient evidence to support or refute the use of balance training as an intervention for people with PD
19808490,Conclusions : There is no evidence to support or refute the use of ICD therapy in patients with SCD.
17488967,AUTHORS'CONCLUSIONS There is insufficient evidence to determine whether or not aspirin can be used for the prevention of cardiovascular events
31645057,There was no evidence of a difference in the incidence of NEC or mortality between BLF and donor milk.
29633142,Conclusions : There is limited evidence to support or refute the use of patient-report outcome measures in clinical practice.
28391233,Conclusions : There is insufficient evidence to support or refute the association between physical activity and mortality
22851269,There was no significant difference in the risk of mortality or morbidity between older and younger patients.
16061898,The results of this review suggest that the use of time tradeoffs to measure QoL may be a useful tool for health planning and financing.
20459782,There was no evidence of a significant association between physical exercise and the development of dementia or Alzheimer disease.
19433422,AUTHORS 'CONCLUSIONS There is insufficient evidence to support or refute the use of neurocognition tests as a diagnostic tool for concusession management.
22117033,Conclusions : There is no evidence to support the use of statins as an ablation strategy in patients with persistent AF
27591931,Conclusions : There is insufficient evidence to support or refute the use of long-term radiotherapy for men with PSA who have been treated with hormonal therapy.
23499244,Conclusions : This systematic review suggests that ECT is an effective and safe treatment for patients with schizophrenia.
29168225,Conclusions : There is insufficient evidence to support or refute the use of GABAA as an anti-anxiety agent
31336032,Conclusions The results of this review suggest that PM is a critical aspect of ASD development.
25005924,AUTHORS 'CONCLUSIONS There is insufficient evidence to support or refute the use of DCE as an approach to prioritizing health services.
24683002,There was no significant association between the use of anticoagulants and mortality.
19270759,"Conclusions This meta- analysis suggests that the 10R allele may be associated with ADHD, although it is unclear whether this association is related to neuropsychological dysfunction."
24206044,Conclusions : There is no evidence to support the use of green tea as an anti-diabetic in adults with Type 2 diabetes.
24772264,Conclusions The results of this systematic review suggest that sealants are effective in reducing the risk of caries development in children.
25632374,There was no evidence of a significant effect of calcium on weight loss in overweight or obese adults.
16286432,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the association between work disability and productivity loss among people with RA
14583987,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of soy or cow milk as an anti-atopic diet for infants with CMA
26605535,There was no evidence of a significant effect on the peak knee Adduction Moment in people with OA.
26746590,Conclusions : There is insufficient evidence to support or refute the use of ESH as a therapeutic intervention
19821273,There was no evidence of a significant difference in the incidence of major bleeding with either aspirin nor stenosis.
24088547,There was no evidence of a significant difference in the incidence of goitre or MTF between women with and without idine supplementations.
19843330,Conclusions : There is insufficient evidence to support or refute the use of an antihypertension-lowering agent for the prevention of stroke
31611064,There was no significant difference between the zinc-supplementation group and the control group in terms of SVR.
23913029,Conclusions : There is insufficient evidence to support or refute the use of physical activity as an intervention for overweight children
22405279,Conclusion : There is no evidence to support or refute the use of community-based educational interventions for stroke patients.
24700446,There was no evidence of a difference in the incidence of dislocation or loosening between cementless and non-cementless hips.
25899581,"In conclusion, the results of this meta- analysis suggest that insulin resistance is associated with an increased risk of type 1 diabetes complications."
30456865,The results of this meta- analysis suggest that the use of sour and green tea supplementation is effective in reducing cardiovascular risk factors in patients with CVD.
31954418,Conclusions : There is insufficient evidence to support or refute the use of physical activity as an adjuvant for ADHD symptoms
18775062,Conclusions Pedometer-based walking programmes have been shown to be effective in reducing the risk of cardiovascular disease and improving quality of life.
27994451,There was no evidence of a significant difference in exercise capacity or quality of life after PR.
17194261,There is insufficient evidence to support the use of augmentation or switching strategies for treatment resistant depression.
16539827,Conclusions : There is insufficient evidence to support or refute the use of health status instruments as an outcome measure for patients with arthritis.
30019391,The results of this meta- analysis suggest that CAD and CAM composite restorations are superior to conventional crowns in terms of clinical acceptability.
21827522,There was no evidence to support or refute the use of biopsychosocial interventions for TMD.
23269815,There was no evidence of a significant effect of vitamin B12 supplementation on the risk of cardiovascular disease or stroke.
26914664,Conclusion : There is insufficient evidence to support the use of accelerometers as an objective measure of physical activity for children and adolescents.
28752947,Conclusions : There is no evidence to support the use of aerobic exercise in older adults.
9755013,There was no evidence of a significant difference in the severity of neck pain between active and non-active treatments.
19457497,Conclusions : There is limited evidence to support the use of dopamine as an intervention for motor recovery after stroke
22786497,There was no significant difference in the incidence of adverse events between SSRI and non-SSRI treatments.
27306431,Conclusions : There is no evidence to support or refute the use of accelerometer-based PA in children and adolescents
28615218,Conclusions : There is insufficient evidence to support or refute the use of physical activity as a risk factor for LBP
28371813,There was no evidence that multifactorial falls prevention programmes were cost effective.
28614164,There was no evidence to support the use of a functional movement screen as an injury prediction tool in high-risk athletes.
17164942,There was no significant difference in the incidence of adverse events between placebo and fluoxetine.
21529374,There was no evidence of a significant association between calcium intake and fracture risk.
28330835,There was no evidence of a difference in mortality or hospital readmission between the intervention groups. The results of this meta- analysis suggest that home health care interventions may be more effective than usual care for improving clinical outcomes in people with heart failure
27629776,Conclusions : The results of this meta- analysis suggest that antiplatelet use is associated with reduced mortality in patients with CHF.
27591453,There is no evidence to support the use of adjunctive mood stabilirs in adults with bipolar disorders.
29042383,"There was no evidence to support or refute the use of multiple risk factor interventions for diabetes management, including lifestyle changes."
26733622,"There was no statistically significant difference between the two groups in terms of OS. Conclusions This meta- analysis suggests that chemotherapy is superior to platinum-based therapy in patients with ALG-mutated disease, but it does not appear to have any effect on OS"
26769120,There was no evidence to support the use of smartphones as a diagnostic tool for bipolar disorders.
26219990,There was no evidence to support or refute the use of physical activity as a measure of exercise tolerance in patients with CF
26443336,Conclusions Yogurt consumption is associated with an increased risk of overweight and obesity.
31432431,Conclusions : The results of this systematic review suggest that anorezia of aging may be associated with reduced food intake in healthy older men.
24370846,RESULTS The results of this meta- analysis suggest that fructoses may be beneficial in the management of metabolic syndrome.
31076817,There was no evidence to support or refute the use of a vitamin K-based supplementation in women with bone loss
31805963,Conclusions : There is insufficient evidence to support or refute the use of prebiotics as a treatment for Type 2 Diabetes.
28436684,The results of this meta- analysis suggest that the use of SR in BPH is safe and effective.
27089322,There was no evidence to support the use of SSRI monotherapy in patients with panic disorders.
29947999,The results of this systematic review suggest that spa therapy is effective in reducing pain and improving functional capacity in patients with chronic knee osteoarthroplasty.
17054240,AUTHORS'CONCLUSIONS The results of this meta- analysis suggest that the use of vagal surgery to terminate PSVT is associated with an increased risk of conversion
26203172,Conclusions : There is no evidence to support or refute the use of deworming in school attendance
26387860,Conclusions There is insufficient evidence to support the use of ultrasound as a diagnostic tool for patients with PFP
28053857,Conclusions : The results of this systematic review suggest that motor recovery after stroke may be improved by the presence of cortical cortex activation.
31869370,Conclusions : This systematic review and meta- analysis provides evidence that the MyDIAgnostick can be used as a diagnostic tool for atrial fibrilation
27120555,There was no statistically significant difference between the two groups in adherence to antidepressants.
27418186,There was no evidence of an association between sugar consumption and the risk of cardiovascular disease.
27820504,There was no evidence to support the use of a specific antipsychotic in patients with schizophrenia
23832767,There was no evidence of a significant difference in patient knowledge or satisfaction between the two interventions.
25985324,There was no evidence of a significant association between weight loss and insulin resistance in overweight or obese people.
25818951,Conclusions : There is no evidence to support or refute the use of diet-based interventions for hypertension in adolescents.
24357818,There was no evidence that crown margins were associated with gingival bleeding.
26853814,Conclusions : The present systematic review and meta- analysis of the available evidence suggests that sesamin is effective in reducing BP in people with hypertension.
26675773,Conclusions : There is limited evidence to support the use of energy-rich diets in pregnant women
28985620,Conclusions The results of this meta- analysis suggest that a diponectin level is higher in SLE patients than in controls.
26306578,There was no significant difference in blood pressure between the two groups. The results of this meta- analysis suggest that there is little evidence to support the use of alpha-blockers in hypertension
29206166,There was no evidence to support or refute the use of exercise training as a preventative measure for HD patients.
29139110,There is insufficient evidence to support the use of cash transfers as a strategy for improving maternal health outcomes
18254026,There was no evidence of a significant difference in the incidence of adverse events between the two groups.
28653427,Conclusions : There is no evidence to support the use of circumcision as a diagnostic tool for PE
25267494,Conclusions : There is no evidence to support the use of job rotation as a measure of physical exposure during work.
26272731,Conclusions : There is insufficient evidence to support the use of antiplatelet drugs for prevention of bleeding after PCI.
15495002,There is no evidence that vitamin C reduces the incidence of colds compared with placebo.
17467103,There was no evidence of a significant difference between aerobic and stretching programmes in terms of pain severity or functional capacity.
24524660,Conclusions : There is insufficient evidence to support the use of HRQol as an economic measure for patients with cancer
32259613,The results of this systematic review suggest that a low fat vegan diet may be effective in the treatment of T2D
29381992,Conclusions : The results of this systematic review suggest that obesity is associated with an increased risk of hypertension
17923128,There was no evidence of a significant difference in the incidence of CHD or death among women receiving HRT compared with control groups.
32066446,There was no evidence to support the use of a combination of antioxidants in T2D patients.
28668150,There was no evidence of a significant difference in the incidence of adverse events between menstrual and pelvic symptoms.
30377714,"Patient-specific instruments were associated with a significant reduction in surgical time and blood Loss, but this was not statistically significant."
26231111,Conclusions : There is insufficient evidence to support or refute the association between television viewing and children's health outcomes.
26103637,Conclusions Taping is associated with a reduction in the risk of injury to the ankle and knee.
23250273,Walking to school was associated with a lower risk of overweight in children and adolescents.
29043392,There was no evidence of a difference in the incidence of fractures between intervention and controls.
30782186,AUTHORS'CONCLUSIONS There is no evidence to support the use of an alumina-coated Zirconium TKA in total knee replacement.
31528342,There was no evidence of a significant difference between CBT and other interventions for eating disorder symptoms.
18986755,Conclusions : The results of this systematic review suggest that the use of PDE 5 inhibitors in patients with ED following nerve sparing RRP is safe and efficacious.
21266418,The results of this systematic review suggest that vitamin D supplements are associated with a significant increase in bone mineral content during the winter months.
29018544,Conclusions : There is insufficient evidence to support or refute the use of external focused attention as an intervention for ACL injuries.
29326185,AUTHORS'CONCLUSIONS There is insufficient evidence to support or refute the use of QI interventions for primary care patients with acute coronary disease
31080644,Conclusions ERAS is associated with improved short-term outcomes and reduced hospital stay.
27124041,The results of this meta- analysis suggest that RYGB may be an effective treatment option for obese patients with Type 2 diabetes and hypertension
27236454,There was no evidence of a significant improvement in reading or spelling skills after 12 weeks with nootropical treatment compared to placebo.
15674903,There was no evidence of a significant difference in physical activity outcomes between the intervention group and control groups.
30940176,Conclusions : There is insufficient evidence to support or refute the use of pedometers as a measure of work-time PA.
26658704,There was no evidence of a statistically significant difference between groups in A1c or diabetes knowledge.
28836492,Conclusions : The results of this meta- analysis suggest that the addition of nuts to a TLC diet may improve serum lipid profiles in patients with hypertension.
15206658,There was no significant difference in adverse events between the two groups.
26118568,There was no significant difference between the two groups in terms of operative time and complications.
25236305,There was no statistically significant difference in the incidence of adverse events.
17943736,There was no evidence of a significant difference in the risk of CHD or non-cardiovascular events between statins and placebo.
26027632,There was no statistically significant difference between the SET and control groups in terms of pain-free walking distance or functional capacity.
28294172,There was no evidence of a significant effect of vitamin C supplementation on the risk of Type 2 diabetes or hypertension.
31095078,Conclusions : This systematic review suggests that short-brisk exercise is effective in improving cardiovascular fitness and weight loss
21127200,Conclusions : There is insufficient evidence to support or refute the use of ergonomic interventions for upper limb pain.
26972954,There was no evidence of a significant difference between the intervention and control groups in terms of clinical outcomes.
17010257,Iron supplementation was associated with a significant reduction in the incidence of anemia and iron deficientiency.
27273067,The results of this meta- analysis suggest that barley is effective in reducing LDL cholesterol and total cholesterol in people with hyperlipidemia.
28107561,AUTHORS'CONCLUSIONS There is insufficient evidence to support the use of beta blockers as an effective treatment for hypertension
25164349,There was no statistically significant difference in the incidence of recurrent or major complications between patients treated with open and delayed LC compared with those treated with conservative treatment.
25865603,Conclusions The NPS is a reliable and valid measure of pain intensity in patients with CMT.
30187695,There was no evidence to support the use of high intensity exercise in patients with AS
25456506,"Conclusions Catheter-ablation is associated with improved cardiac function in people with AF, but it does not appear to have any effect on other outcomes."
14576382,There is no evidence that ACE inhibitors reduce the risk of death from stroke in patients with cerebrovascular diseases.
28264715,There was no evidence of a significant difference in the risk of death or stroke among patients treated with anti-arrhythmic drugs.
23927840,Conclusions Telemonitoring is effective in reducing the number of emergency department visits and hospital admissions for people with heart failure
30283040,There was no significant difference in the incidence of adverse events between groups. Conclusions This systematic review provides evidence that topical and systemic application of HA Membrane reduces adhesion to laminectomy
32274957,There was no difference in the incidence of adverse events between SR and placebo.
28899233,Conclusions : There is no evidence to support or refute the use of utility-based QWB measures in congestive patients with heart failure
26442959,Conclusions Telemonitoring is an effective intervention for improving glycosaemic control of patients with Type 2 diabetes in the primary health care setting.
30463585,Conclusions : There is no evidence to support or refute the use of accelerometers as a tool for measuring PA in children.
28796127,RESULTS There is limited evidence to support the use of plantar shape as an intrinsic risk factor for injury in military personnel.
20687074,There is no evidence to support the use of beta blockers and diuretics for reducing blood pressure in people with hypertension
25365192,There was no evidence to support the use of vitamin D as an adjunctive treatment for asthma.
22617117,Conclusions : There is insufficient evidence to support or refute the use of self-management interventions for patients with heart disease.
30872787,"There was no evidence of a significant difference between the two groups on any other outcome. In conclusion, there is insufficient evidence to support or refute the use of Vitamin D supplementation"
24652601,Conclusions : There is insufficient evidence to support or refute the use of social skills interventions for adults with autism
28387560,Conclusions : There is insufficient evidence to support or refute the use of post-concussession symptoms as an assessment of recovery after sports-related injury.
21835653,Conclusions The RDC-TMD is a reliable diagnostic tool for the diagnosis of TMD
30264226,Conclusions : The results of this systematic review suggest that exercise can improve attention in children with ADHD
27390451,There was no evidence of a significant difference in the risk of falls between control and experimental groups.
28854319,There was no evidence of a significant difference in NEC incidence between early and late enteral feeding practices.
24214202,The results of this meta- analysis suggest that RYGB is an effective treatment for morbid obesity.
28379397,Conclusions : This systematic review supports the use of technology to improve diabetes management in Latinas
28434446,Conclusions PVI is an effective treatment option for symptomatic and persistent AF in the short-term.
27454460,The results of this systematic review suggest that the use of CTG and EMD in root covering procedures is associated with improved clinical outcomes.
16354303,Conclusions : This systematic review provides evidence that sildanafil is effective and safe in treating ED
18725372,There is insufficient evidence to support the use of statins as a treatment for AF
25414824,The results of this meta- analysis suggest that a low fat vegan diet may be associated with improved weight loss in people with Type 2 Diabetes.
22457397,Conclusions : The results of this systematic review suggest that the consumption of sugar-sweetened soft drinks is associated with increased risk of heart disease
29951975,Conclusions The results of this systematic review suggest that the use of resin-based root sealers is associated with a higher fracture resistance than those of other materials.
30915521,The results of this systematic review suggest that LC supplementation may be effective in improving body weight and glycamic control in patients with T2DM
28356652,AUTHORS'CONCLUSIONS There is no evidence to support or refute the use of COPM as an assessment tool for patients with stroke.
28816346,There is no evidence to support the use of a combination of B vitamins and n-3-fatty acids on CVD outcomes.
23140091,There was no evidence of a significant difference in the incidence of asepticloosning or loosening between cement-free and cement-coated prostheses.
29203269,There was no significant difference in overall survival between the two groups.
