docid,target,generated,score
29102433,"Recent meta-analyses reinforce the finding that 10 - 20 μg per day of vitamin D can reduce all-cause mortality and cancer mortality in middle-aged and older people .
Although vitamin D doses were greater than those assessed in the past , we found no new evidence that supplementation could have an effect on most non-skeletal conditions , including cardiovascular disease , adiposity , glucose metabolism , mood disorders , muscular function , tuberculosis , and colorectal adenomas , or on maternal and perinatal conditions .
The compilation of results from 83 trials showed that vitamin D supplementation had no significant effect on biomarkers of systemic inflammation .
The main new finding highlighted by this systematic review is that vitamin D supplementation might help to prevent common upper respiratory tract infections and asthma exacerbations .
There remains little evidence to suggest that vitamin D supplementation has an effect on most conditions , including chronic inflammation , despite use of increased doses of vitamin D , strengthening the hypothesis that low vitamin D status is a consequence of ill health , rather than its cause .
We further hypothesise that vitamin D supplementation could exert immunomodulatory effects that strengthen resistance to acute infections , which would reduce the risk of death in debilitated individuals .","In this study, the authors report that a daily dose of 100 ng. m. d. is associated with improved clinical outcome in patients who have been treated with mycobacteria tuberculoussis. They conclude that it may be insufficient to improve patient's health. A trial was conducted in which pregnant women were given no vitamin D or 150 mL.. The results showed that they had better blood levels and reduced wheeze at age three months. This paper also reports that prenatal high-dosevitamin D did not prevent death among low birth weight infants. Trial Registration Clinical trials. Gov identifier: NCT0000121Study1: Background Vitamin D has recently been shown to play a role in the hostic response toward Mycotium tubercuosis; therefore, studies suggest that increased consuming of vitamin D during pregnancy may reduce the risk for persistent wheezers in the offborn.",0.4080792762560008
30237020,"Qualitative data from these studies suggest a clinical ly significant effect of CCH and IFNα-2b injection therapy to decrease penile curvature and conserve penile length .
Verapamil and HA performed well in single-arm or case-control studies .
Studies of penile traction and vacuum devices in patients with PD demonstrated some benefits in terms of curvature and penile length but only in small , underpowered , nonr and omised studies .
Studies of onabotulinum toxin A injections or thiocolchicine showed significant improvements in penile curvature , but only in studies of single-arm or case-control design .
CONCLUSIONS CCH and IFNα-2b injected into stable PD plaques can decrease penile curvature ; CCH can also improve penile length .
However , based on available data , strong conclusions can not be drawn for other treatments , including calcium channel blockers , HA , or mechanical therapies .
PATIENT SUMMARY Our systematic review of injection therapies provides evidence for improvements in penile curvature for patients with Peyronie 's disease .
No robust evidence is available to support the use of other local treatments including calcium channel blockers , hyaluronic acid , or mechanical therapies","In this paper, the authors describe a new approach to treating Peyroni's disease. They use a double blinded placebo-controlled trial of 80 patients with peyronie's condition who received either local squaline or verapamemil. The results showed that there was significant reduction in size and severity of the disease before and after treatments. There was also improvement in pain on eryection and penile curlvature. Although some studies have found no improvement in comparison to the control group, larger scale study are warrantedas to assess how this drug affects the treatment of such diseases. A new method of Intrlesional Injections of Verapamal plus Dexamethaone is presented. It is shown that transdermal electrodemotive administration yields comparable results as opposed to current conventional intralesional needle technique. This study furthermore shows that interferonal alpha 2b has an efficacy in improving the severity of Peyirone'ses disease.",0.5363672596666695
29043156,"RESULTS A review of these studies showed that children with ASD are less school ready emotionally than their peers and those children with ASD appear to have more externalising behaviours and self-regulation difficulties that affect their school engagement and their relationships with their teachers .
There was a paucity of research looking at interventions targeting school readiness .
However , school-based behavioural interventions appear to improve cognitive , language and daily living skills , but have less impact on socialisation and peer inclusion .
CONCLUSION Children with ASD face more challenges transitioning to school , particularly with social interaction .","In this study, we examine the social relationships of children with and without an idgy or a diagnosis of autism in early childhood. We find that children with Aspect are less frequently accepted by peers than their peers across all grade grades. Children with ASD seem to be more likely to have isolated or peripheral social relationships within their classrooms than other children in the same sample. This suggests that early childhood education may be useful for preventing social isolation among children with an underlying disorder.",0.7951070376966431
22161422,"The content of the social skills interventions were comparable and based on a cognitive behavioural model .
The review suggests that there is little evidence to support or refute social skills training for adolescents with ADHD .","In this paper, the authors present a novel approach to improving children's health by examining the effects of two-armed, parallel groups of assessor blinded trials. The first is an evaluation of behavior modification with two doses of Methyl Phoebe in children with hyperactivity disorder. The second is a study of the effect of multimodified psychosocial treatment on children with attention deficit and hyperactivity disorders. Although both treatments improve symptoms, they do not result in improved academic performance or social skills. Children who receive combined treatment show significant improvement over all treatments and continue for two years. This suggests that there may be no support for long-term psychological intervention as part of ""a long- term psychosocial intervention"" to improve social functioning.",0.9369684216839533
31729817,"The present review demonstrates that vitamin D supplementation result ed in small but nonsignificant improvements in muscle strength compared to control in postmenopausal women .
No significant effect was observed in mobility after vitamin D administration","In this study, we investigate the association between bsm1-polmorphism in postmenophausal women and reported falls. The results suggest that fall risk may be associated with polymorphic alleles of the ""B"" allele, which are more likely to cause fractures than other forms of disease. This paper also discusses the effect of daily vitaminD on muscle function; it has been shown by several studies that it can reduce the risk of falls by improving body sways and increasing muscle strength. A double blinded placebo controlled trial was conducted among 160 Brazilian post menopausals who had amenorrehea for at least 12 months and were age 50-65 years. After 9 months, average valuesof 25-hydroxyvinmin D increased from 15:00  07.4 to 27.3  10.4) ng/Ml. after 9 months there was significant increases in muscles strength and control over progressive loss of Lean Mass. Alfacalciol is used as an anti-saropenia treatment in older Chinese women with bone mineral density but does not improve muscle strength or quality of life.",0.9039791410540758
31541679,"The complexity of CHD appears to have a significant effect on a study but not in others .
Catheter ablation in ASD and persistent left superior vena cava had a high success rate .
Overall , catheter ablation is safe whichever the type of CHD is .
Conclusion Catheter ablation for AF in CHD had modest efficacy that can be increased by subsequent/repeat ablation and it also has an excellent safety profile .","In this study, we report the efficacy and safety of pulmonatric vein anter isolation for atrial fisilation in adult congenital hearts. We describe a prospective cohort of patients who have undergone PVAI for long-term treatment of asymptomatic atrial fibrils. The results are similar to those obtained with other antiarthrotic regimens. Acute flutter is common in adults with Congenital Heart Disease. This study describes the use of double transeptal access for ablation of these patients. Atrium takycardias are a common cause of morbidness in adults without congenitital heart disease.",0.18991067250517046
17253498,Skeletal maturity was not accelerated by treatment with recombinant growth hormone ( hGH ) .,"Seven years after treatment with growth-promoting hormones, 68 untreated girls in the age of 2 to 11 years are assigned to one group. In this group, they receive 4 IU per day; in other groups, they get 6 IU and 8 iu/m2 days. The results show that women with a Type I or Type II disorder can grow more rapidly than those without a condition. After seven years, height is increased by an even greater increase in foot. A comparison of body proportions between healthy Dutch girls and patients with Turner Syndrome shows that there is a significant difference in the size of the trunk, feet, and Biac during the first three years of treatment. For example, taller girls have larger trunks and smaller feet than older girls. This suggests that large feet might be a contributing factor to the natural development of children with TS. Six months later, a study is presented on the effect of growth-hormoning therapy on final height, sexual development, and psychological status for girls with Turner's syndrome. Girls received either recombineant human growth Hortense or ox plus rolone at the same time as control subjects. Both regimens resulted in improved height velocity over the previous two years. However, both regimens did not lead to any changes in bone age or adult height. Finally, we conclude that GH does not improve height velocity but rather increases it significantly.",0.9923666315647189
17705840,"In maintenance trials atypical antipsychotics had significantly fewer relapses to depression or mania than placebo or active comparator .
Conclusion Atypical antipsychotics are effective in treating both phases of bipolar disorder compared with placebo , and as effective as established drug therapies .
Atypical antipsychotics produce fewer extrapyramidal symptoms , but weight gain is more common ( with olanzapine ) .
There is insufficient data confidently to distinguish between different atypical antipsychotics","In this study, Risperidine is shown to be more effective than placebo in treating bipolar I patients. The mean change on the young mania rating scale is greater in the treatment than with placebo. A significant difference between groups as early as three days after starting of treatment was seen as early at start of treatment; compared with that of placebo, it was significantly greater. Improvements were noted on several measures including the Montgomery-Americansberg depression Rating Scale, Positive and negative Syndrome Score, andGlobal Assessment Score. Rispurdone monothérapie is significantly more efficiacious than placebo for treating acute bipolar disorder.",0.9959093479008785
31066022,"Conclusion The results of this systematic review indicate that motor performance is further impaired by placing a cognitive load on individuals in population s with musculoskeletal injury .
More dem and ing tasks such as gait appear to be more affected in injured individuals than simple balance tasks .","In this study, we examine the effects of a memory task on stability and balance in patients with acute ankle instability. The results show that there is no difference in center of pressure between injured and uninjuresed legs. A concurrent digit backwards-mild task does not change the response to mental loading in patients who have chronic ankle instability but do not suffer from pain. Study 1: This study investigates the effect of an explicit verbal instruction on Postural control of people with low back pain. It was first reported that subjects with low Back Pain had less Postural Stability than healthy subjects; however, they did not differ in Postural Sway or Postural Steering. Two studies were performed after knee injury after ACL reconstructive surgery. One study examined the relationship between reinjury and return to sport before returning to full duty work. After two years, all patients returned to their normal levels of strength and function except for those with severe leg injuries. Recurrent symptoms were defined as either medical visits or self-report lost time. These measures were then used to predict whether workers would be able to return to their previous level of health. Another study was conducted regarding the effects upon Postural Control while performing a Cognitive task. Both tasks resulted in improved postural control among both groups. However, neither group showed any significant changes in Posturgy during the follow-up period.",0.9933097255355677
28427968,": The incidence and prevalence of AF have increased in recent years , although great variability still exists in Asian countries .
Variability in annual IS risk in patients with AF was apparent between hospital‐ and community‐based studies .","In this study, the association between paroxysm-induced atrial fibrillation and stroke is examined in a large Japanese population. The risk of stroke is lower in patients with parosmal atrial fibrilation than in those with sustained or permanent atrial fever. This paper also discusses the use of anticipants in Chinese patients who have suffered from atrial fatigue. A prospective registry of patients with chronic atrial disease was established in order to determine the extent of use of OAC among these patients. Although there has been some improvement in the use over time, it is not clear whether this practice will improve stroke prevention.",0.9435142247299456
28699771,"The need for crossover in management and recurrent appendicitis were low among all studies .
For those patients who ultimately required surgery , no increased complications were observed .
Antibiotics may be safely recommended in patients with high surgical risk , such as the elderly or those with multiple comorbidities","In this study, we examine the success of a patient-choiced approach to treating children with acute appenicitis. The results suggest that patients who receive urgent treatment have better outcomes than those who undergo an outpatient surgery. This is important because it allows for more time to assess safety and costeffectiveness of care. A prospective patient- choice cohort was established in which 102 patients received consent to proceed with either surgical or non-operative management. After a year, they had shorter disability days, missed school visits, and higher quality of Life scores in both genders. Conclusions and Reevalance When chosen by their family, non-operating management is an efficacious treatment strategy for uncomplicationated acute appendecitis.",0.8948303036067977
25809923,"RESULTS The instruments most frequently used were single-item VAS and Biberoglu and Behrman pain score , while multidimensional inventories were used in few studies .
The results of clinical studies in CPP are more frequently based on one-dimensional measurements .","A rand-omized, double- blinded pilot study is designed to evaluate the effect of six months of daily leuproline in women with severe chronic pelvic painfulness. The results show that there is a significant improvement in pain severity and quality of living for patients who receive this treatment. Paracolic adheresioling reduces short term site-specific discomfort in patients with acute or chronic endometriolisis. Two studies are presented: first, a prospective open label trial compares the efficaciousness and safety of three different forms of therapy for treating female epitheliosis; second, comparing laparoscopic surgical intervention with conventional surgery; and third, examining the efficiacy of acupuncture as an additional pain relief for patients with advanced endometryis.",0.7438617344956284
31189669,"Complication rates , including cardiac tamponade , did not differ between groups .
Compared with the use of other catheters , AF ablation using the CF-sensing ST catheter for AF is associated with improved success rates , shorter procedure and fluoroscopy times and similar safety profile","In this study, we compare the efficaciousness and safety of a new ablation technique called ""Close""-guided pectoral vein isolation"" to that of conventional methods. We find that it is easier to achieve an unexcitable line with lower initial CF than with conventional approaches. A further study is needed to determine whether or not contact force can be used to improve outcome for paroxysomal atrium fibrillation. The results of this study suggest that using a combination of cryoablations and contact force may be more effective in improving patient outcomes.",0.9720994549064969
25268297,"The efficacy of azapirones is uncertain due to the lack of meta-analysable data for the primary outcome and low- quality evidence for secondary efficacy outcomes .
A small amount of moderate- quality evidence suggested that the acceptability of azapirones for panic disorder was lower than for placebo .
If further research is to be conducted , studies with larger sample sizes , with different azapirones and with less risk of bias are necessary to draw firm conclusions regarding azapirones for panic disorder","In this study, we report on the use of positroneon-electronic tomography to characterize central 5-H1A receptor function in patients with post-traumatic panic disorder. We find that PD patients show lower values in the anterior and posterior clingingulates than healthy controls. The results provide evidence for the role of 5-H1,1A in the pathomephysiology of Post Traumatic Stress. A previous study suggests that industry-funded trials tend to lead proindustries; however, studies conducted by for- profit organizations are more likely not to recommend the drug as treatment choice than those funded by forprofit organizations. This is supported by two recent studies: one concerning an outpatient patient who receives buspirone during the first seven days followed by another treating a doubleblind drug regimen for four weeks. Both groups showed improved performance on the Hamilton Neck Rating Score for anxiety and the symptom checklist. Two other studies suggest that combination of mental behavior therapy and buspirOne improves symptoms in patients suffering from panic disorder but do not result in significant improvements in performance. These studies also suggest that although newer treatments have become available for these patients, prescribing practices have changed over the past 10 years.",0.8760720128598596
31685858,Our study suggests that methylpheni date retains its efficacy in children with ADHD and borderline intellectual functioning or ID,"In this study, we examine the effects of a single dose of methylpharamine on children with low-IQ who have symptoms of attention deficit hyperactivité disorder. The subjects show significant improvements in their behavior and performance over time. They also report that they are less likely to experience side effects from the drug than those who receive only a short-term regimen of medication. A double blinded, placebo-control study compares the efficaciousness of morphine and fenedfluramine in children with mild-to-meditated ADHD. Both drugs produce significant reductions in both severity and duration of treatment. However, there is some evidence that lower-IQ children may be more susceptible to side effects.",0.03076660266630776
28886707,"In healthy subjects , appetite and short term food intake , risk of cancer , risk of diabetes , risk of dental caries , weight gain and risk of obesity are the most investigated health outcomes .
Overall there is no conclusive evidence for beneficial and harmful effects on those outcomes .
In subjects with diabetes and hypertension , the evidence regarding health outcomes of NNS use is also inconsistent .","Caffeine is associated with increased blood pressure in women, but no linear association exists between consumption of cafinated drinks and risk of occurrence of physician- diagnosed hypertension. In the Nurses' Health Study, which follows up from 1990 to 2000, we found that there was no relationship between coffee consumption and risk for incident hypertension; however, when drinking individual classes of beverages, habitsual coffee consumed were not associated by increased risk of hypotension. The study also revealed that diet soda was more likely to cause leukemia than sugar-sweeteners. A further investigation into the association between aspartamme and sugar sweetened beverages has shown that they are associated with elevated risk of Type 2 diabetes. This paper reports on an 18 month trial where 641 children were assigned to receive 500 ml or 800 mL per day of either artificially sweetized or sugar-containing soft drinks. After four weeks, sucrose supplementation reduced carbohydrate, fat, and protein intake while fruit juice was associated with greater gains in weight gain. Short-term studies have suggested that excessive consumption of alcohol may lead to premature delivery. However, these studies have failed to confirm this conclusion.",0.01217103082562474
22710280,"The majority of this literature derives from the study of patients undergoing colorectal surgery , but increasingly enhanced recovery is spreading to other surgical specialties .
The combination of reduced length of hospital stay ( a surrogate for morbidity ) with no increase in readmissions to hospital suggests that morbidity is reduced with enhanced recovery .
Inconsistency in morbidity reporting limits the value of pooling data between studies , but within study comparisons in general support this conclusion .
Patients adhering to an  enhanced recovery programme  return to normal function faster than those following traditional care pathways .","In this study, we examine the effect of different levels of adherence on outcome after colorecian surgery. The results show that patients who adhere to the eras protocol are less likely to have complications and shorter length of stay. This is important because it means that patients with improved adherence will be better off having less post-opportunities. We also present a systematic review of the evidence for improving patient satisfaction after colorificial resection. A number of studies have reported improvements in pain scores, ambulatory function, and recovery from laparoscopic prostatectomy. These studies provide further evidence that erases can be used as a stand-alone approach to treating colorctal patients.",0.9543734086107087
24869750,"Direct comparison of doses did not show evidence of dose dependence for blood pressure-lowering for any of the other thiazides for which RCT data were available : bendrofluazide , chlorthalidone , cyclopenthiazide , metolazone or indapamide .
This is based on an informal indirect comparison of results observed in other Cochrane review s on ACE inhibitors , ARBs and renin inhibitors compared with placebo , which used similar inclusion /exclusion criteria to the present review .Thiazides reduced potassium , increased uric acid and increased total cholesterol and triglycerides .
These effects were dose-related and were least for hydrochlorothiazide .
Chlorthalidone increased serum glucose but the evidence was unclear for other thiazides .
This systematic review shows that hydrochlorothiazide has a dose-related blood pressure-lowering effect .
Thiazides reduced potassium , increased uric acid and increased total cholesterol and triglycerides","In a parallel group of patients with mild and moderate essential hypertensivity, the combination treatment of daltiazide/hydrochorothiazde produces significant reductions in their blood pressure. The combination also produces greater reductions for systelic blood pressure than either monotherapy or placebo. A double blinded cross-over trial is carried out in 10 patients who have severe essential hypertension. Each patient undergoes four phases of eight weeks to determine the effect of each drug on his blood pressure: atenolal, ticrrynafaren, or hydrocholorothazides. All patients are well tolerated; no side effects are observed. Two hundred and 11 patients with Mild or moderate essentialhypertension were assigned to TTicrynanafen 50mg, HCT 25mg as single daily dosages, each for six weeks. Blood pressure falls from 119mmHg after TTicynafened and HCT 25, but the mean percent change from baseline is highly significant at eight weeks. No patient withdraws from the study because side effects occur. Antihypertensesive agents are used more frequently than one agent can control blood pressure since they require multiple agents to achieve adequate blood pressure control. One purpose of this multifactorial trial is to assess the long- term efficacy by comparing the direct RENIN inhibitor ALIskiren against the diuretics. Diuretics reduce blood pressure without creating clinically important sideeffects. Both drugs produce reduced blood pressure during the entire 24h interval. These results provide further evidence that aliskiran was effective in lowering clinic and 24-hour ambulatoryblood pressure in patients With essential hyper tension. This doubleblind, factorial trial evaluates the efficaciousness and safety of an antihypertinesive agent, namely amlopidine. Amlodipines improves blood pressure while chlorthaliden decreases it. Although there are some side effects, these include dizziness, headache, and fatigue.",0.9342459332525708
26659821,"Conclusions We found patchy evidence on reliability and validity , for only a few of the tools used to measure behaviour problems in young children with ASD .","In this first study, Seuss uses a consumer-oriented approach to assess changes in chief complaints and consumer request in patients with autism. The results of the parents' surveys suggest that Risperidoe is superior to placebo for reducing symptoms most concern to children with agitation or tantrums. A second study examines the effectiveness of an early intervention program for children with severe to moderate intellectual disability. Children receive treatment at a rate of 6.5 hours per week; however, they do not vary on chronological age, developmental age, diagnoses, and levels of adaptive skills. Both groups show significant gains in their ability to learn and respond to different kinds of behavior. Two studies further examine the use of a new instrument, the Home Situation Questionnaire-AautismSpectrum Disorder, for measuring behavior non-compliant in everyday setting in children with autigmatic disorder. These studies provide evidence that early intervention can be more effective than parent training in treating children with acutely depressed temperaments.",0.17110491104038672
28235776,"The intervention can therefore be considered cost-saving and health-improving .
Neither parameter nor structural uncertainty had a significant impact on the conclusion that TEXT ME is cost-effective .
Conclusions The provision of TEXT ME is predicted to lead to better health outcomes and an overall saving in costs for the health system .","This study focuses on the use of text messages to improve lifestyle change in people with acute myosmia or stroke. The intervention will consist of multiple weekly texts that provide advice, motivation, and support about changing lifestyle habits for patients with severe heart disease. In addition, it will be able to reduce the risk of sudden death due to smoking, physical activity, and quality of life.",0.9832166870608663
29340748,"Conclusion There are many risk factors associated with developing an infection after elective shoulder surgery .
The findings of this systematic review are clinical ly relevant as it has been shown that infection after shoulder surgery results in poor patient-reported outcomes and pose a significant financial burden .","The use of platelets rich plasma in the treatment of deep wounds following open cardiac surgery has been shown to reduce the incidence and cost of complications. In this study, we examine the association between age and risk of revision after total shoulderarthroplasty for patients undergoing both procedures. We find that older age is associated with reduced risk of mechanical failure and increased risk of reoperation. However, there is an association between younger age and reduced rates of infection. A case control study compares outcomes and complications during two shoulder arthrocoplasty procedures: 1) TSA for severe glen-humeral joints; 2) rotator knee cuff tears. Both procedures have similar complications but require more time for recovery than either procedure. This study also uses side-byside cohorts to assess the relative risks of different types of body mass at different stages of injury. For example, one study suggests that greater body mass may be associated with longer postoperative times. Another study investigates the rate of colonization of Propionibacium acnes on the skin before shoulder surgery. It finds that propionibacteris are highly susceptible to common used antibiotics/antiseptics, yet invivo it remains causes post surgical infectionsof the shoulder.",0.4294094608346987
29935874,HIGHLIGHTSPOBT in endodontic research predicts the clinical behavior of endodontic material s .,"In this study, the effects of exposure to mineral trioxidize aggregate on the pushout bond strength are examined over several different experimental periods. The results indicate that the addition of a CaCl2, however, has a negative effect on the material's ability to stick out. This paper also discusses the use of thermoplastic cements in root canals as an endodontic repair material. Aim: To evaluate the affect of prior applications of several Intranal medicaments upon the push-in bond strength of proRoot MTT and Biodenine. These studies aim to compare the efficacy of three different mixing methods for pushing out bond strength; one is conventional, two is ""ultimate"" or ""trituration,"" and the other is ""conventional."" Each group contains roots filled with either type of cement. Bond strength values are measured under a universal test machine at a fixed load. The samples are then divided into four sub groups according to their filling material. Root canal sealers are prepared by using rotary file techniques. They are divided into eight groups depending on the irrigation regimen. Irritament with spout resulted in greater bond strength than those of the other agitgants. Type of irrigation solution influence the bond strengthof root-endfilling materials. Gradually, bond failure modes were mixed for MDA and BDA but cohesive for CEM. Conclusions Based on this investigation, it can now be concluded that both types of cements have superior bond strength.",0.8139094226406782
19902985,"Although scarce , the data available to date suggest that hyper and rogenism , such as that observed in PCOS , may likely be associated with oligomenorrhoea in exercising women , and may not always represent hypothalamic inhibition secondary to an energy deficiency .","In this study, we examine the effects of vigorous exercise on 28 untrained women with luteal irregularities. We find no significant differences in the severity of their menstrual symptoms over time; however, they do show changes in blood glucose tolerance. Women with Polycytic Ovation Syndrome have an increased risk of developing Type 2 diabetes than those without. To further confirm this idea, we perform a long-term follow-up study to determine whether or not low energy availability is involved in the development and reversion of amenorrhea. This study uses a female monkey model to investigate the effect of low energy supply on both the growth and recovery of reproductive function. The results suggest that women with irregular menstruals may be at greater risk for heart disease and stroke than those with normal menstruations.",0.11667543308151052
23160338,SUMMARY The use of statins was significantly associated with a decreased risk of atrial fibrillation in patients with sinus rhythm .,"In a double blinded, placebo-control trial, patients with acute atrial fillation were randomed to receive either 80mg of statin or placebo before the surgery. The results showed no significant change in the time for recurrance of AF; however, there was no difference in the severity of the disease. A study was undertaken to evaluate the effects of high- dose atorvastain on the risk of atrial Fiillation after coronaryartery bypass  Grafting. It was found that treatment with this anti-inflammatory drug did not prevent the development of atrium fibrillation. However, studies suggest that it may be beneficial to use statins as an anti-irritative agent.",0.7458886570631574
17210875,"RESULTS Weight loss was associated with a decline in CRP level .
Our results suggest that weight loss may be an effective nonpharmacologic strategy for lowering CRP level","In this study, the effects of weight loss are compared on blood pressure, body weight, and endotometrial function. The results indicate that weight loss is associated with improvements in several markers of cardiovascular disease. A high-fat, low-carbidohydrate diet leads to significant reductions among cholesterol-reducing individuals. This study also examines the effect of physical activity on body weight and fat mass. It is shown that both diets lead to significant changes in body size and fat Mass. Both diets reduce levels of Creactive Protein, but neither does exercise. Although there is some evidence that increased exercise may be beneficial for improving inflammation, no further studies have been performed.",0.4588381914318293
29450937,"On the basis of available evidence , MTA presented good marginal adaptation to dentine walls .","In this paper, the aim is to evaluate the ""middle marginal adaptation"" of root end material using scanning electron microscopes. The results show that there is no significant gap between retrograde material sand and cavity walls at the interception point. This study also compares three root filling materials: mineral trioxidize aggregate MTA, IRM, amalgam, Super-eba, Epiphany Resilon, and ProRootMTA. Although these two materials have similar margins, they are not significantly different in terms of their ability to heal. A meta-analysis has been performed on teeth treated after 5 years with both surgical methods. The overall healing rate for tooth wounds is 84.5 percent with a difference of 20.1 p.1.0003 when comparing Medtronic TXA, 92.5 pg., and Com. However, the results from this prospective trial indicate that Medtronica TXAC exhibits a greater healing rate than Com in the long-prognosisof root-end sealerry. Furthermore, it is reported that CSCs provide better sealing ability than conventional cements.",0.2149023729341636
23839768,"A lower daily dose of aspirin ( < 100 mg ) may be associated with a lower major bleeding risk than higher doses .
Adding antiplatelet therapy , either dipyridamole or low-dose aspirin , to oral anticoagulation decreases the risk of systemic embolism or death among patients with prosthetic heart valves .
The risk of major bleeding is increased with antiplatelet therapy .
These results apply to patients with mechanical prosthetic valves or those with biological valves and indicators of high risk such as atrial fibrillation or prior thromboembolic events .
The effectiveness and safety of low-dose aspirin ( 100 mg daily ) appears to be similar to higher-dose aspirin and dipyridamole .","In this chapter, the authors present a series on the use of dipyramole as an anticoagulant in patients who have undergone heart valve replacement. They conclude that it is more effective to use warfarin with aspirine or dipyridalmole than warfarn alone. A prospective open-label study compares the efficaciousness and safety of two different regimens of treatment for acute thrombomolic events in patients with surgical hearts. Both regimens reduce the risk of major bleeding but do not increase the severity of the patient's overall mortality. The results of this trial are described in detail.",0.06757130334240283
26691216,"Similarly , there was no clear evidence of effect for cardiovascular risk factors , although again the number of studies reporting these was small .
There was some evidence for beneficial effects on HRQOL , dietary outcomes , and physical activity , although firm conclusions can not yet be made .
The effects on healthcare utilisation and cost-effectiveness are also inconclusive , and trials are yet to measure the impact of  Internet interventions on compliance with medication .","In this study, the authors present a novel approach to improving patients' health through telemedicine. They plan to enroll 450 patients who have recently had an infected myocardium and hypertension with a risk factor reduction of at least 20 percent over three years. The results show that the intervention group has a significant reduction in total mortality, sudden death, and non-fatal heart disease. This is due to the fact that they are more physically active during their follow-up than usual care. Two other studies describe the use of evidence-based physician reminders to improve patient behavior. One examines the impact of nurse-led self-care on patients with coronarry heart disease; the other uses a bargraph-based presentation of risk. These two studies suggest that physicians may be better able to predict future events by using graphical risk assessment.",0.7997889201384902
16625624,"There was no effect of calcium supplementation  on femoral neck or lumbar spine BMD .
There was no evidence of effect modification by baseline calcium intake , sex , ethnicity , physical activity or pubertal stage .
While there is a small effect of calcium supplementation in the upper limb , the increase in BMD which results is unlikely to result in a clinical ly significant decrease in fracture risk .
The results do not support the use of calcium supplementation  in healthy children as a public health intervention .
These results can not be extrapolated to children with medical conditions affecting bone metabolism","This study focuses on the relationship between cumulative teenage sports history and time-advised daily calcium intake to bone mineral gain. The results indicate that girls with preocious pu Bertry are more likely to have an increased bone mineral content than those who do not exercise frequently. In addition, there is no association between age 12 and 18 for total body bone Mineral Density at Age 18 years. Athletic scores in this group are not related to hip bone mineral densiputation; however, they are associated with increases in peak bone mineral mass. Thus, it is suggested that young girls with early puberty may be better protected from fractures because of their higher levels of physical activity. Carbonated beverages increase fracture risk but the mechanism remains unclear. A case control study investigates the association between milk consumption, physical activity, bone mineral concentration, and upper arm fracture risks in children aged 10-16 years. There is no significant effect altering habitual Calcium intake on the relations between calcium supplementations and height, weight, BMC, size- adjusted BMC or alkalines phosphatases. However, the effect seems independent of habitually Ca-supplied girls. Further studies need to determine whether increasing calcium intake has lasting effects on bone acquirement in Gambian women. Short-term increases can improve bone mineral acquisition in females from birth to adulthood.",0.06680572441000196
29188577,"Conclusion Frequency of 1–6 sessions per week , training volume of 1–3 sets of 6–15 repetitions and intensity of 30–70%1-RM promoted significant enhancements on muscle strength , muscle power , and functional outcomes .
Therefore , in agreement with previous studies , we suggest that supervised and controlled RT represents an effective intervention in frailty treatment","This study aims to determine whether a high intensity functional exercise program can improve balance, gait speed, and lowerlimb strength in elderly persons dependent in daily living. The results of the trial show that the exercise group has improved significantly on self-paced Gait Speed compared with control group; no interaction effects were observed between the exercises and nutrition interventions. In conclusion, a High-intension functional exercise plan has positive long term effects in balance, gage ability, and reduced-limb strength as older persons depend in activities of everyday living. A protein enrichment energy supplement immediately afterwards does not seem to increase the effect of the training Study 1: background and aim Frail individuals have the highest rate of disability, functional dependence, and use of health resources. Training interventions for older adults are of particular interest where regular activity has many health advantages. MTI is a six-month multimodal train intervention designed to improve functional fitness among older adults. It was based upon a crossover design. Short Physical Perspective Battery = SpPB. 8 foot up and go test. strength performance. 6 min walking test."" quality of life"". BMI..quality of life. Trial approval This study was accepted by the National Board of Bioethicals Committee inIcel and / or text.",0.7974147055729897
24798429,"Conclusions Compared to st and ard post-discharge care , regular telephone support interventions may help reduce feelings of anxiety and depression as well as , improve systolic blood pressure control and the likelihood of smoking cessation","A pharmacist-delired intervention to reduce the risk of acute myomyocardial heart disease in patients not accessing regular medical care is shown to be effective. In this study, a patient-centered approach to prevent cardiovascular events was established. The outcome was improved by an increase in total cholesterol and systelic blood pressure at four years' time. At that time, however, there were no significant changes in risk factor profiles. This suggests that the pharmacist-delayed intervention may have some positive effects on long-term outcomes.",0.31328524256069806
28462286,"Main Findings : The results indicate that an intervention involving any human factor principles may nearly double an individual ’s probability of not being readmitted .
Principal Conclusions : Interventions with human factor principles reduce readmissions among HF patients .","Heart failure treatment guidelines emphasize daily weight and symptoms for patients who have advanced heart failure. The Alere Net system, a device designed to track the patient's weight and health status, is used in this trial. A 56.2 percent reduction in mortality is observed for patients omised to the Alee Net system without an increased in utilization. In addition, there is no difference in readmission rates or quality of life between the two groups. Two hundred 8y patients from sixteen heart failure centers were rand-omized; 138 received ""Alere Net"" system and 141 received ""st andard care."" There was no change in hospitalization or readmission within six months of discharge. However, the overall cost of care was lower for Guideline Managed patients: 110 v 150 Euro perpatient per month. Conclusions We showed that based on a guided-managed patient education program, for patients with decompensate heart failure at discharge improvesquality of life and decreases readmission rate.",0.9519185025184632
